,name,type,x_coord,y_coord,time,means,served
48,R782,served rider,0.43222160424227274,4.022978736841701,52.0,Foot,
49,R782,served rider,0.41816145324499887,4.088231555139227,53.0,Foot,
50,R782,served rider,0.40410130224772506,4.153484373436756,54.0,Foot,
51,R782,served rider,0.3900411512504512,4.218737191734283,55.0,Foot,
52,R782,served rider,0.3759810002531773,4.28399001003181,56.0,Foot,
53,R782,served rider,0.3619208492559035,4.349242828329338,57.0,Foot,
54,R757,served rider,5.2396120675831135,3.260900878789778,19.0,Foot,integrated
55,R757,served rider,5.212295262861373,3.32159716890449,20.0,Foot,integrated
56,R757,served rider,5.184978458139632,3.382293459019202,21.0,Foot,integrated
57,R757,served rider,5.157661653417892,3.442989749133914,22.0,Foot,integrated
58,R757,served rider,5.130344848696152,3.5036860392486258,23.0,Foot,integrated
59,R757,served rider,5.103028043974411,3.5643823293633377,24.0,Foot,integrated
60,R757,served rider,5.07571123925267,3.6250786194780495,25.0,Foot,integrated
61,R757,served rider,5.04839443453093,3.6857749095927614,26.0,Foot,integrated
62,R757,served rider,5.02107762980919,3.7464711997074733,27.0,Foot,integrated
63,R757,served rider,4.993760825087449,3.8071674898221852,28.0,Foot,integrated
64,R757,served rider,4.966444020365708,3.867863779936897,29.0,Foot,integrated
65,R757,served rider,4.9391272156439685,3.928560070051609,30.0,Foot,integrated
66,R757,served rider,4.911810410922228,3.989256360166321,31.0,Foot,integrated
67,R757,served rider,4.884493606200487,4.049952650281033,32.0,Carpool,integrated
68,R757,served rider,4.889743896827738,4.047682075268258,33.0,Carpool,integrated
69,R757,served rider,4.894994187454988,4.045411500255485,34.0,Carpool,integrated
70,R757,served rider,4.9002444780822385,4.04314092524271,35.0,Carpool,integrated
71,R757,served rider,4.90549476870949,4.040870350229936,36.0,Carpool,integrated
72,R757,served rider,4.91074505933674,4.038599775217162,37.0,Carpool,integrated
73,R757,served rider,4.915995349963991,4.036329200204388,38.0,Carpool,integrated
74,R757,served rider,4.921245640591241,4.034058625191613,39.0,Carpool,integrated
75,R757,served rider,4.926495931218492,4.0317880501788395,40.0,Carpool,integrated
76,R757,served rider,4.931746221845742,4.029517475166065,41.0,Carpool,integrated
77,R757,served rider,4.936996512472993,4.0272469001532905,42.0,Carpool,integrated
78,R757,served rider,4.942246803100243,4.024976325140516,43.0,Carpool,integrated
79,R757,served rider,4.9474970937274945,4.022705750127742,44.0,Carpool,integrated
80,R757,served rider,4.952747384354745,4.020435175114968,45.0,Carpool,integrated
81,R757,served rider,4.957997674981995,4.018164600102193,46.0,Carpool,integrated
82,R757,served rider,4.963247965609246,4.01589402508942,47.0,Carpool,integrated
83,R757,served rider,4.968498256236496,4.013623450076645,48.0,Carpool,integrated
84,R757,served rider,4.973748546863747,4.011352875063871,49.0,Carpool,integrated
85,R757,served rider,4.978998837490997,4.009082300051097,50.0,Carpool,integrated
86,R757,served rider,4.984249128118249,4.006811725038323,51.0,Carpool,integrated
87,R757,served rider,4.989499418745499,4.004541150025548,52.0,Carpool,integrated
88,R757,served rider,4.9947497093727495,4.0022705750127745,53.0,Carpool,integrated
89,R757,served rider,5.0,4.0,54.0,Train,integrated
90,R757,served rider,0.0,4.0,55.0,Foot,integrated
91,R757,served rider,0.007067040029167865,4.068164413136418,56.0,Foot,integrated
92,R757,served rider,0.01413408005833573,4.136328826272837,57.0,Foot,integrated
93,R757,served rider,0.021201120087503595,4.2044932394092545,58.0,Foot,integrated
94,R757,served rider,0.02826816011667146,4.272657652545673,59.0,Foot,integrated
95,R757,served rider,0.035335200145839324,4.340822065682091,60.0,Foot,integrated
96,R757,served rider,0.04240224017500719,4.408986478818509,61.0,Foot,integrated
97,R757,served rider,0.049469280204175056,4.477150891954928,62.0,Foot,integrated
98,R757,served rider,0.05653632023334292,4.5453153050913455,63.0,Foot,integrated
99,R757,served rider,0.06360336026251079,4.613479718227763,64.0,Foot,integrated
100,R757,served rider,0.07067040029167865,4.681644131364182,65.0,Foot,integrated
101,R757,served rider,0.07773744032084652,4.7498085445006,66.0,Foot,integrated
102,R757,served rider,0.08480448035001438,4.817972957637018,67.0,Foot,integrated
103,R757,served rider,0.09187152037918224,4.886137370773437,68.0,Foot,integrated
104,R757,served rider,0.09893856040835011,4.954301783909854,69.0,Foot,integrated
105,R757,served rider,0.10600560043751799,5.022466197046272,70.0,Foot,integrated
106,R757,served rider,0.11307264046668584,5.090630610182691,71.0,Foot,integrated
107,R757,served rider,0.1201396804958537,5.158795023319109,72.0,Foot,integrated
108,R757,served rider,0.12720672052502158,5.226959436455528,73.0,Foot,integrated
109,R757,served rider,0.13427376055418946,5.2951238495919455,74.0,Foot,integrated
110,R757,served rider,0.1413408005833573,5.363288262728364,75.0,Foot,integrated
111,R757,served rider,0.14840784061252515,5.431452675864782,76.0,Foot,integrated
112,R757,served rider,0.15547488064169304,5.4996170890012,77.0,Foot,integrated
113,R757,served rider,0.1625419206708609,5.567781502137619,78.0,Foot,integrated
114,R757,served rider,0.16960896070002876,5.6359459152740365,79.0,Foot,integrated
115,R757,served rider,0.17667600072919662,5.704110328410454,80.0,Foot,integrated
116,R757,served rider,0.18374304075836448,5.772274741546873,81.0,Foot,integrated
117,R476,served rider,3.6452011545945187,4.014669833290027,83.0,Foot,integrated
118,R476,served rider,3.7140507352392946,4.016629989789527,84.0,Foot,integrated
119,R476,served rider,3.7829003158840706,4.018590146289028,85.0,Foot,integrated
120,R476,served rider,3.8517498965288466,4.020550302788528,86.0,Foot,integrated
121,R476,served rider,3.9205994771736226,4.0225104592880285,87.0,Foot,integrated
122,R476,served rider,3.9894490578183985,4.0244706157875285,88.0,Foot,integrated
123,R476,served rider,4.0582986384631745,4.0264307722870285,89.0,Foot,integrated
124,R476,served rider,4.1271482191079505,4.028390928786529,90.0,Foot,integrated
125,R476,served rider,4.1959977997527265,4.030351085286029,91.0,Foot,integrated
126,R476,served rider,4.264847380397503,4.03231124178553,92.0,Foot,integrated
127,R476,served rider,4.333696961042278,4.03427139828503,93.0,Foot,integrated
128,R476,served rider,4.402546541687055,4.03623155478453,94.0,Foot,integrated
129,R476,served rider,4.471396122331831,4.038191711284031,95.0,Foot,integrated
130,R476,served rider,4.540245702976607,4.040151867783531,96.0,Foot,integrated
131,R476,served rider,4.609095283621383,4.042112024283031,97.0,Foot,integrated
132,R476,served rider,4.677944864266159,4.044072180782532,98.0,Foot,integrated
133,R476,served rider,4.746794444910935,4.046032337282032,99.0,Foot,integrated
134,R476,served rider,4.815644025555711,4.047992493781533,100.0,Foot,integrated
135,R476,served rider,4.884493606200487,4.049952650281033,101.0,Carpool,integrated
136,R476,served rider,4.643535177638475,4.022481648982106,102.0,Carpool,integrated
137,R476,served rider,4.402576749076462,3.9950106476831793,103.0,Carpool,integrated
138,R476,served rider,4.1616183205144495,3.9675396463842527,104.0,Carpool,integrated
139,R476,served rider,3.920659891952437,3.9400686450853257,105.0,Carpool,integrated
140,R476,served rider,3.6797014633904244,3.912597643786399,106.0,Carpool,integrated
141,R476,served rider,3.438743034828412,3.8851266424874726,107.0,Carpool,integrated
142,R476,served rider,3.1977846062663993,3.8576556411885456,108.0,Carpool,integrated
143,R476,served rider,2.9568261777043867,3.830184639889619,109.0,Carpool,integrated
144,R476,served rider,2.715867749142374,3.802713638590692,110.0,Carpool,integrated
145,R476,served rider,2.4749093205803616,3.7752426372917656,111.0,Foot,integrated
146,R476,served rider,2.481181990435271,3.8314319779688244,112.0,Foot,integrated
147,R476,served rider,2.487454660290181,3.887621318645883,113.0,Foot,integrated
148,R476,served rider,2.4937273301450906,3.943810659322941,114.0,Foot,integrated
149,R476,served rider,2.5,4.0,115.0,Train,integrated
150,R476,served rider,2.5,4.0,116.0,Train,integrated
151,R476,served rider,2.5,4.0,117.0,Train,integrated
152,R476,served rider,2.5,4.0,118.0,Train,integrated
153,R476,served rider,2.5,4.0,119.0,Train,integrated
154,R476,served rider,2.5,4.0,120.0,Foot,integrated
155,R476,served rider,2.472904002186224,3.9387478376326714,121.0,Foot,integrated
156,R476,served rider,2.4458080043724477,3.877495675265343,122.0,Foot,integrated
157,R476,served rider,2.4187120065586716,3.8162435128980143,123.0,Foot,integrated
158,R476,served rider,2.391616008744896,3.754991350530686,124.0,Foot,integrated
159,R476,served rider,2.3645200109311197,3.6937391881633572,125.0,Foot,integrated
160,R476,served rider,2.3374240131173436,3.6324870257960282,126.0,Foot,integrated
161,R476,served rider,2.3103280153035675,3.5712348634286997,127.0,Foot,integrated
162,R476,served rider,2.2832320174897913,3.509982701061371,128.0,Foot,integrated
163,R476,served rider,2.256136019676015,3.4487305386940426,129.0,Foot,integrated
164,R476,served rider,2.2290400218622395,3.387478376326714,130.0,Foot,integrated
165,R476,served rider,2.2019440240484633,3.3262262139593854,131.0,Foot,integrated
166,R476,served rider,2.174848026234687,3.264974051592057,132.0,Foot,integrated
167,R476,served rider,2.147752028420911,3.2037218892247283,133.0,Foot,integrated
168,R476,served rider,2.120656030607135,3.1424697268573993,134.0,Foot,integrated
169,R476,served rider,2.093560032793359,3.0812175644900712,135.0,Foot,integrated
170,R476,served rider,2.0664640349795826,3.0199654021227422,136.0,Foot,integrated
171,R476,served rider,2.0393680371658065,2.9587132397554137,137.0,Foot,integrated
172,R476,served rider,2.012272039352031,2.897461077388085,138.0,Foot,integrated
173,R476,served rider,1.9851760415382547,2.8362089150207566,139.0,Foot,integrated
174,R476,served rider,1.9580800437244785,2.774956752653428,140.0,Foot,integrated
175,R476,served rider,1.9309840459107024,2.7137045902860994,141.0,Foot,integrated
176,R476,served rider,1.9038880480969262,2.652452427918771,142.0,Foot,integrated
177,R476,served rider,1.87679205028315,2.5912002655514423,143.0,Foot,integrated
178,R476,served rider,1.849696052469374,2.529948103184114,144.0,Foot,integrated
179,R476,served rider,1.8226000546555983,2.468695940816785,145.0,Foot,integrated
180,R476,served rider,1.7955040568418221,2.4074437784494567,146.0,Foot,integrated
181,R476,served rider,1.768408059028046,2.3461916160821277,147.0,Foot,integrated
182,R476,served rider,1.7413120612142698,2.284939453714799,148.0,Foot,integrated
183,R476,served rider,1.7142160634004937,2.2236872913474706,149.0,Foot,integrated
184,R476,served rider,1.6871200655867178,2.162435128980142,150.0,Foot,integrated
185,R243,served rider,5.8055576688266965,4.737292981986143,16.0,Foot,integrated
186,R243,served rider,5.751377429848684,4.696861197768196,17.0,Foot,integrated
187,R243,served rider,5.697197190870672,4.6564294135502475,18.0,Foot,integrated
188,R243,served rider,5.643016951892659,4.6159976293323,19.0,Foot,integrated
189,R243,served rider,5.588836712914647,4.575565845114353,20.0,Foot,integrated
190,R243,served rider,5.534656473936635,4.535134060896405,21.0,Foot,integrated
191,R243,served rider,5.480476234958623,4.494702276678457,22.0,Foot,integrated
192,R243,served rider,5.4262959959806105,4.454270492460509,23.0,Foot,integrated
193,R243,served rider,5.372115757002598,4.413838708242562,24.0,Foot,integrated
194,R243,served rider,5.317935518024585,4.373406924024614,25.0,Foot,integrated
195,R243,served rider,5.263755279046573,4.332975139806667,26.0,Foot,integrated
196,R243,served rider,5.209575040068561,4.292543355588719,27.0,Foot,integrated
197,R243,served rider,5.155394801090549,4.252111571370771,28.0,Foot,integrated
198,R243,served rider,5.101214562112537,4.211679787152823,29.0,Foot,integrated
199,R243,served rider,5.047034323134524,4.171248002934876,30.0,Foot,integrated
200,R243,served rider,4.992854084156511,4.130816218716928,31.0,Foot,integrated
201,R243,served rider,4.938673845178499,4.09038443449898,32.0,Foot,integrated
202,R243,served rider,4.884493606200487,4.049952650281033,33.0,Carpool,integrated
203,R243,served rider,4.889993910667131,4.0475739526486025,34.0,Carpool,integrated
204,R243,served rider,4.895494215133774,4.045195255016172,35.0,Carpool,integrated
205,R243,served rider,4.900994519600418,4.042816557383742,36.0,Carpool,integrated
206,R243,served rider,4.906494824067061,4.040437859751313,37.0,Carpool,integrated
207,R243,served rider,4.911995128533705,4.038059162118882,38.0,Carpool,integrated
208,R243,served rider,4.917495433000348,4.035680464486452,39.0,Carpool,integrated
209,R243,served rider,4.922995737466992,4.033301766854022,40.0,Carpool,integrated
210,R243,served rider,4.928496041933635,4.030923069221592,41.0,Carpool,integrated
211,R243,served rider,4.933996346400279,4.028544371589161,42.0,Carpool,integrated
212,R243,served rider,4.939496650866922,4.026165673956731,43.0,Carpool,integrated
213,R243,served rider,4.944996955333565,4.023786976324302,44.0,Carpool,integrated
214,R243,served rider,4.950497259800208,4.0214082786918715,45.0,Carpool,integrated
215,R243,served rider,4.955997564266852,4.019029581059441,46.0,Carpool,integrated
216,R243,served rider,4.961497868733495,4.016650883427011,47.0,Carpool,integrated
217,R243,served rider,4.966998173200139,4.014272185794581,48.0,Carpool,integrated
218,R243,served rider,4.972498477666782,4.01189348816215,49.0,Carpool,integrated
219,R243,served rider,4.977998782133426,4.00951479052972,50.0,Carpool,integrated
220,R243,served rider,4.9834990866000695,4.007136092897291,51.0,Carpool,integrated
221,R243,served rider,4.988999391066713,4.0047573952648605,52.0,Carpool,integrated
222,R243,served rider,4.9944996955333565,4.00237869763243,53.0,Carpool,integrated
223,R243,served rider,5.0,4.0,54.0,Train,integrated
224,R243,served rider,7.5,4.0,55.0,Foot,integrated
225,R243,served rider,7.528313354362548,3.9408699194085735,56.0,Foot,integrated
226,R243,served rider,7.556626708725095,3.881739838817147,57.0,Foot,integrated
227,R243,served rider,7.584940063087643,3.8226097582257204,58.0,Foot,integrated
228,R243,served rider,7.61325341745019,3.763479677634294,59.0,Foot,integrated
229,R243,served rider,7.641566771812738,3.704349597042867,60.0,Foot,integrated
230,R243,served rider,7.669880126175286,3.6452195164514403,61.0,Foot,integrated
231,R243,served rider,7.698193480537833,3.5860894358600137,62.0,Foot,integrated
232,R243,served rider,7.726506834900381,3.526959355268587,63.0,Foot,integrated
233,R243,served rider,7.754820189262929,3.4678292746771606,64.0,Foot,integrated
234,R243,served rider,7.7831335436254765,3.408699194085734,65.0,Foot,integrated
235,R243,served rider,7.8114468979880245,3.349569113494307,66.0,Foot,integrated
236,R243,served rider,7.8397602523505725,3.2904390329028805,67.0,Foot,integrated
237,R243,served rider,7.86807360671312,3.231308952311454,68.0,Foot,integrated
238,R243,served rider,7.896386961075668,3.1721788717200274,69.0,Foot,integrated
239,R243,served rider,7.924700315438215,3.113048791128601,70.0,Foot,integrated
240,R201,served rider,3.7900215669615154,3.4704444236314513,29.0,Foot,integrated
241,R201,served rider,3.8505204886134394,3.4969222024498787,30.0,Foot,integrated
242,R201,served rider,3.911019410265364,3.523399981268306,31.0,Foot,integrated
243,R201,served rider,3.971518331917288,3.5498777600867335,32.0,Foot,integrated
244,R201,served rider,4.0320172535692125,3.576355538905161,33.0,Foot,integrated
245,R201,served rider,4.092516175221137,3.6028333177235883,34.0,Foot,integrated
246,R201,served rider,4.153015096873061,3.629311096542016,35.0,Foot,integrated
247,R201,served rider,4.213514018524985,3.6557888753604435,36.0,Foot,integrated
248,R201,served rider,4.27401294017691,3.682266654178871,37.0,Foot,integrated
249,R201,served rider,4.334511861828833,3.7087444329972983,38.0,Foot,integrated
250,R201,served rider,4.395010783480758,3.7352222118157257,39.0,Foot,integrated
251,R201,served rider,4.455509705132682,3.761699990634153,40.0,Foot,integrated
252,R201,served rider,4.516008626784606,3.7881777694525804,41.0,Foot,integrated
253,R201,served rider,4.57650754843653,3.814655548271008,42.0,Foot,integrated
254,R201,served rider,4.637006470088455,3.8411333270894352,43.0,Foot,integrated
255,R201,served rider,4.697505391740378,3.867611105907863,44.0,Foot,integrated
256,R201,served rider,4.758004313392303,3.8940888847262904,45.0,Foot,integrated
257,R201,served rider,4.818503235044227,3.920566663544718,46.0,Foot,integrated
258,R201,served rider,4.879002156696151,3.9470444423631452,47.0,Foot,integrated
259,R201,served rider,4.9395010783480755,3.9735222211815726,48.0,Foot,integrated
260,R201,served rider,5.0,4.0,49.0,Train,integrated
261,R201,served rider,2.5,4.0,50.0,Carpool,integrated
262,R201,served rider,2.4698829751509743,4.045640903266864,51.0,Carpool,integrated
263,R201,served rider,2.439765950301949,4.091281806533728,52.0,Carpool,integrated
264,R201,served rider,2.4096489254529234,4.136922709800592,53.0,Carpool,integrated
265,R201,served rider,2.3795319006038977,4.182563613067456,54.0,Carpool,integrated
266,R201,served rider,2.3494148757548725,4.22820451633432,55.0,Carpool,integrated
267,R201,served rider,2.319297850905847,4.273845419601184,56.0,Carpool,integrated
268,R201,served rider,2.289180826056821,4.319486322868048,57.0,Carpool,integrated
269,R201,served rider,2.259063801207796,4.365127226134912,58.0,Carpool,integrated
270,R201,served rider,2.2289467763587703,4.4107681294017755,59.0,Carpool,integrated
271,R201,served rider,2.198829751509745,4.45640903266864,60.0,Carpool,integrated
272,R201,served rider,2.1687127266607193,4.502049935935504,61.0,Carpool,integrated
273,R201,served rider,2.1385957018116937,4.547690839202367,62.0,Carpool,integrated
274,R201,served rider,2.108478676962668,4.593331742469232,63.0,Carpool,integrated
275,R201,served rider,2.0783616521136428,4.638972645736096,64.0,Carpool,integrated
276,R201,served rider,2.048244627264617,4.68461354900296,65.0,Carpool,integrated
277,R201,served rider,2.018127602415592,4.730254452269824,66.0,Carpool,integrated
278,R201,served rider,1.9880105775665662,4.775895355536688,67.0,Carpool,integrated
279,R201,served rider,1.9578935527175405,4.821536258803552,68.0,Carpool,integrated
280,R201,served rider,1.9277765278685153,4.867177162070416,69.0,Carpool,integrated
281,R201,served rider,1.8976595030194896,4.91281806533728,70.0,Carpool,integrated
282,R201,served rider,1.867542478170464,4.958458968604144,71.0,Carpool,integrated
283,R201,served rider,1.8374254533214385,5.0040998718710075,72.0,Carpool,integrated
284,R201,served rider,1.807308428472413,5.049740775137872,73.0,Carpool,integrated
285,R201,served rider,1.7771914036233873,5.095381678404736,74.0,Carpool,integrated
286,R201,served rider,1.747074378774362,5.141022581671599,75.0,Carpool,integrated
287,R201,served rider,1.7169573539253364,5.186663484938464,76.0,Carpool,integrated
288,R201,served rider,1.686840329076311,5.2323043882053275,77.0,Carpool,integrated
289,R201,served rider,1.6567233042272855,5.277945291472191,78.0,Carpool,integrated
290,R201,served rider,1.6266062793782599,5.323586194739056,79.0,Foot,integrated
291,R201,served rider,1.662167028189164,5.268424465069557,80.0,Foot,integrated
292,R201,served rider,1.6977277770000683,5.213262735400058,81.0,Foot,integrated
293,R201,served rider,1.7332885258109725,5.1581010057305585,82.0,Foot,integrated
294,R201,served rider,1.7688492746218767,5.1029392760610595,83.0,Foot,integrated
295,R201,served rider,1.804410023432781,5.0477775463915595,84.0,Foot,integrated
296,R201,served rider,1.8399707722436849,4.9926158167220605,85.0,Foot,integrated
297,R201,served rider,1.875531521054589,4.937454087052561,86.0,Foot,integrated
298,R201,served rider,1.9110922698654933,4.882292357383062,87.0,Foot,integrated
299,R110,served rider,4.048236317974335,7.158158990792931,31.0,Foot,
300,R110,served rider,3.9850686162263282,7.1326529179419875,32.0,Foot,
301,R110,served rider,3.9219009144783215,7.107146845091045,33.0,Foot,
302,R110,served rider,3.858733212730315,7.081640772240102,34.0,Foot,
303,R110,served rider,3.7955655109823083,7.05613469938916,35.0,Foot,
304,R110,served rider,3.7323978092343015,7.030628626538217,36.0,Foot,
305,R110,served rider,3.6692301074862947,7.005122553687275,37.0,Foot,
306,R110,served rider,3.606062405738288,6.979616480836332,38.0,Foot,
307,R110,served rider,3.5428947039902816,6.9541104079853895,39.0,Foot,
308,R110,served rider,3.479727002242275,6.928604335134446,40.0,Foot,
309,R110,served rider,3.416559300494268,6.903098262283504,41.0,Foot,
310,R110,served rider,3.3533915987462612,6.877592189432561,42.0,Foot,
311,R110,served rider,3.2902238969982545,6.852086116581619,43.0,Foot,
312,R110,served rider,3.227056195250248,6.826580043730676,44.0,Foot,
313,R110,served rider,3.1638884935022413,6.801073970879734,45.0,Foot,
314,R292,served rider,9.52876761458065,4.509493310876966,46.0,Foot,transit
315,R292,served rider,9.575890853122585,4.458543979789269,47.0,Foot,transit
316,R292,served rider,9.623014091664519,4.407594648701573,48.0,Foot,transit
317,R292,served rider,9.670137330206455,4.356645317613876,49.0,Foot,transit
318,R292,served rider,9.71726056874839,4.30569598652618,50.0,Foot,transit
319,R292,served rider,9.764383807290326,4.254746655438483,51.0,Foot,transit
320,R292,served rider,9.81150704583226,4.203797324350786,52.0,Foot,transit
321,R292,served rider,9.858630284374195,4.15284799326309,53.0,Foot,transit
322,R292,served rider,9.90575352291613,4.101898662175393,54.0,Foot,transit
323,R292,served rider,9.952876761458064,4.050949331087697,55.0,Foot,transit
324,R292,served rider,10.0,4.0,56.0,Foot,transit
325,R292,served rider,8.125,4.0,57.0,Foot,transit
326,R292,served rider,6.25,4.0,58.0,Foot,transit
327,R292,served rider,4.375,4.0,59.0,Foot,transit
328,R292,served rider,2.5,4.0,60.0,Foot,transit
329,R292,served rider,2.5388443124034956,4.047151869688836,61.0,Foot,transit
330,R292,served rider,2.5776886248069917,4.094303739377672,62.0,Foot,transit
331,R292,served rider,2.6165329372104873,4.141455609066508,63.0,Foot,transit
332,R292,served rider,2.655377249613983,4.188607478755343,64.0,Foot,transit
333,R292,served rider,2.694221562017479,4.235759348444179,65.0,Foot,transit
334,R780,served rider,9.024724799393496,5.683292687504371,41.0,Foot,integrated
335,R780,served rider,9.058354978724754,5.625248112073186,42.0,Foot,integrated
336,R780,served rider,9.091985158056014,5.567203536642001,43.0,Foot,integrated
337,R780,served rider,9.125615337387272,5.509158961210816,44.0,Foot,integrated
338,R780,served rider,9.159245516718531,5.451114385779631,45.0,Foot,integrated
339,R780,served rider,9.19287569604979,5.393069810348445,46.0,Foot,integrated
340,R780,served rider,9.226505875381049,5.33502523491726,47.0,Foot,integrated
341,R780,served rider,9.260136054712307,5.276980659486075,48.0,Foot,integrated
342,R780,served rider,9.293766234043566,5.2189360840548895,49.0,Foot,integrated
343,R780,served rider,9.327396413374824,5.160891508623704,50.0,Foot,integrated
344,R780,served rider,9.361026592706084,5.102846933192519,51.0,Foot,integrated
345,R780,served rider,9.394656772037342,5.044802357761334,52.0,Foot,integrated
346,R780,served rider,9.428286951368602,4.986757782330149,53.0,Foot,integrated
347,R780,served rider,9.46191713069986,4.928713206898964,54.0,Foot,integrated
348,R780,served rider,9.49554731003112,4.870668631467778,55.0,Foot,integrated
349,R780,served rider,9.529177489362377,4.812624056036593,56.0,Foot,integrated
350,R780,served rider,9.562807668693637,4.754579480605408,57.0,Foot,integrated
351,R780,served rider,9.596437848024895,4.6965349051742225,58.0,Foot,integrated
352,R780,served rider,9.630068027356154,4.638490329743037,59.0,Foot,integrated
353,R780,served rider,9.663698206687412,4.580445754311852,60.0,Foot,integrated
354,R780,served rider,9.697328386018672,4.522401178880667,61.0,Foot,integrated
355,R780,served rider,9.73095856534993,4.464356603449482,62.0,Foot,integrated
356,R780,served rider,9.76458874468119,4.406312028018297,63.0,Foot,integrated
357,R780,served rider,9.798218924012447,4.348267452587111,64.0,Foot,integrated
358,R780,served rider,9.831849103343707,4.2902228771559265,65.0,Foot,integrated
359,R780,served rider,9.865479282674965,4.2321783017247405,66.0,Foot,integrated
360,R780,served rider,9.899109462006225,4.174133726293556,67.0,Foot,integrated
361,R780,served rider,9.932739641337482,4.11608915086237,68.0,Foot,integrated
362,R780,served rider,9.966369820668742,4.058044575431185,69.0,Foot,integrated
363,R780,served rider,10.0,4.0,70.0,Train,integrated
364,R780,served rider,9.0,4.0,71.0,Train,integrated
365,R780,served rider,8.0,4.0,72.0,Train,integrated
366,R780,served rider,7.0,4.0,73.0,Train,integrated
367,R780,served rider,6.0,4.0,74.0,Train,integrated
368,R780,served rider,5.0,4.0,75.0,Foot,integrated
369,R780,served rider,5.041437843866425,3.9477821713552093,76.0,Foot,integrated
370,R780,served rider,5.08287568773285,3.895564342710418,77.0,Foot,integrated
371,R780,served rider,5.124313531599275,3.8433465140656273,78.0,Foot,integrated
372,R780,served rider,5.1657513754657,3.791128685420836,79.0,Foot,integrated
373,R780,served rider,5.2071892193321245,3.7389108567760454,80.0,Foot,integrated
374,R780,served rider,5.248627063198549,3.6866930281312547,81.0,Foot,integrated
375,R780,served rider,5.290064907064974,3.6344751994864635,82.0,Foot,integrated
